ID,Collection,ENS,Minting Date,Tx Count,Power
4832600,0xc2842a7653b9c2272f424a18dff468c32d1f874d,,Thu Apr 28 2022 06:52:00 GMT+0200 (Central European Summer Time),1,35
4832035,0xc7da86dd7b5fef769e549bf71f7b6fb4b9af76b7,,Thu Apr 28 2022 03:37:00 GMT+0200 (Central European Summer Time),1,2
4831781,0xd565c9b198a5968ce42e05123635b92425a74097,,Thu Apr 28 2022 02:13:10 GMT+0200 (Central European Summer Time),1,7
4831259,0x2491dbd3c7b198bafbbc3520d048460df9a61426,cheechyuan.eth,Thu Apr 28 2022 00:55:25 GMT+0200 (Central European Summer Time),1,90
4831226,0x3575b29a214974db700a4c0ef7058d0972fa5a4f,,Thu Apr 28 2022 00:47:20 GMT+0200 (Central European Summer Time),1,7
4829872,0x67052b837563a6d19134f06c5ac2fee9f7eebd26,aniss.eth,Wed Apr 27 2022 23:13:30 GMT+0200 (Central European Summer Time),1,19
4829595,0x2c148174ceb2136db903ecb072ede1a2703b53fa,,Wed Apr 27 2022 22:40:20 GMT+0200 (Central European Summer Time),1,1
4829523,0x223c656ed35bfb7a8e358140ca1e2077be090b2e,sharfy.eth,Wed Apr 27 2022 22:30:45 GMT+0200 (Central European Summer Time),1,8
4828801,0x08444dd50ec6a9022a3ca202abb3e286922c7aa1,,Wed Apr 27 2022 21:21:10 GMT+0200 (Central European Summer Time),1,3
4828653,0x1a35500310b0afffa170bca27cdc9f8a4453d0fb,,Wed Apr 27 2022 20:52:25 GMT+0200 (Central European Summer Time),1,2
4828568,0x8ea42a3334e2aab7d144990fda6afe67a85e2a5c,ashhanai.eth,Wed Apr 27 2022 20:28:20 GMT+0200 (Central European Summer Time),1,61
4828361,0x38d78a5ee63506c385f77ffb70503417d09707df,,Wed Apr 27 2022 19:33:45 GMT+0200 (Central European Summer Time),1,9
4827917,0xd5fd5b9427fbcba41339904e26a9649b813781c9,ümit.eth,Wed Apr 27 2022 18:49:25 GMT+0200 (Central European Summer Time),1,49
4827797,0x185a4700245af7e6dec8c1167f60057c14d4772b,,Wed Apr 27 2022 18:11:50 GMT+0200 (Central European Summer Time),1,15
4826202,0xab53369e91dcfc275744dc0a30bd3e363b2785e0,,Wed Apr 27 2022 15:32:15 GMT+0200 (Central European Summer Time),1,9
4826126,0xf275c6078c3db4b7b69d3beece1207388f025687,,Wed Apr 27 2022 15:21:40 GMT+0200 (Central European Summer Time),1,83
4825938,0x378ff65cb9e9b83b86aa2534c9991e5b28f1ec92,wolovim.eth,Wed Apr 27 2022 15:18:55 GMT+0200 (Central European Summer Time),1,59
4825799,0xb5138ed0c2419233b7004713f1d52798154cb935,orestta.eth,Wed Apr 27 2022 14:45:35 GMT+0200 (Central European Summer Time),1,19
4825684,0x09f02da0a216e9284c28a1e6c04ae2315196eb3b,dannolan.eth,Wed Apr 27 2022 13:43:05 GMT+0200 (Central European Summer Time),1,8
4825516,0x064db627a7534c62988eb9f14abf24cb5348343d,,Wed Apr 27 2022 12:38:35 GMT+0200 (Central European Summer Time),1,1
4825415,0x03c3e07233201c582b1d7652632c9219653dec8f,,Wed Apr 27 2022 11:22:50 GMT+0200 (Central European Summer Time),1,28
4825382,0xe3a17b05f01c1b28585ba2341ede238641cf32e7,,Wed Apr 27 2022 10:53:00 GMT+0200 (Central European Summer Time),1,23
4825331,0xb111de5dbf44169d70809f66f35f2447b339e039,billder.eth,Wed Apr 27 2022 10:32:45 GMT+0200 (Central European Summer Time),1,25
4825311,0x1b628584911e6415d6c1d4d0726d02824328b99e,,Wed Apr 27 2022 10:11:30 GMT+0200 (Central European Summer Time),1,1
4824944,0x22bb05438ae1e34a87e08ce9794c7bcb3e363bf0,luminous303.eth,Wed Apr 27 2022 09:03:25 GMT+0200 (Central European Summer Time),1,7
4824658,0xf1c4d19656a7604b69095ab6f1d1ff3c974f8cd1,zkriya.eth,Wed Apr 27 2022 06:40:35 GMT+0200 (Central European Summer Time),1,6
4824586,0xe9d0580ed710621d547a70cca1d1f34e252f17c3,raphaa.eth,Wed Apr 27 2022 06:16:00 GMT+0200 (Central European Summer Time),1,1
4823968,0x187089b33e5812310ed32a57f53b3fad0383a19d,,Wed Apr 27 2022 01:18:45 GMT+0200 (Central European Summer Time),1,258
4822498,0x4ee15b943e5217a61d71444da2650c66ccbdb481,,Tue Apr 26 2022 21:51:10 GMT+0200 (Central European Summer Time),1,14
4822321,0x033a91b4ba0e4222005d07f10793cfb650a73b29,,Tue Apr 26 2022 20:17:25 GMT+0200 (Central European Summer Time),1,2
4822253,0x54c319315c206bdebb574c30a8c44f790dace048,,Tue Apr 26 2022 19:25:15 GMT+0200 (Central European Summer Time),1,2
4822190,0x3000d8014f31f845e2b0dd3505d8ff52c122d2b5,,Tue Apr 26 2022 19:01:45 GMT+0200 (Central European Summer Time),1,10
4821576,0xa678c0342cc2ad21b084923b995a63cd5d439b5b,cadams.eth,Tue Apr 26 2022 18:25:00 GMT+0200 (Central European Summer Time),1,5
4821423,0x4e99a602e22d57d1cd98fda6d7ad74f5cc12c1ee,,Tue Apr 26 2022 18:05:45 GMT+0200 (Central European Summer Time),1,3
4821140,0xc8ba289497fabf5bc480fcbc32d5c57390d9ac4f,c1oudforest.eth,Tue Apr 26 2022 18:00:25 GMT+0200 (Central European Summer Time),1,3
4820891,0xf82ba7411f5b1edc691a74428fc22d61f5e9ffe2,,Tue Apr 26 2022 17:57:30 GMT+0200 (Central European Summer Time),1,1
4820762,0x50934af42316b202ce311d4ee50533eead8d3baf,,Tue Apr 26 2022 17:47:55 GMT+0200 (Central European Summer Time),1,4
